Sentence,Label
Duplicate of HADOOP-3906. Plz comment there.,0
"It better to have a log here rather than having GF_VALIDATE_OR_GOTO.The log can be gf_msg (this->name, GF_LOG_ERROR, 0, Q_QUOTA_INODE_MISSING, ""Missing inode, can't adjust for quota"");Just add a enum with appropriate number associated to it, there is no diagnosis for this.",0
Leaks file handles via IW.getReader(),0
Lets see....,0
You create a reference type by prefixing FILE_NAME declaration with CODE_FRAGMENT keyword.,0
+1  Patch looks nice.,0
This library is attached to a Java Agent.,0
"Say the fruits are, apples, oranges, mangoes,... etc., If the user selects apples, I call apples ( ), if he selects mangoes, I call mangoes ( ) and so on... To select which function is to be called, I Don'T want to use a switch or if-else statements.",0
"On 2010-03-01 15:37:55.688 jchuang commented:AIR bug is fixed.",0
This is now resolved in ActiveMQ 4.0 as we have a DemandBasedForwardingBridge which only forwards messages to another broker when there is a consumer for it,0
"Sorry to be late getting back to this.  Been a very busy week -- just got some time this afternoon and evening.The attached ConfigurableSimpleHTTPServer.patch provides facilities to fully configure a SImpleHTTPServer for production use.  A new class HttpFactory is introduced that is  a) Configurable with the most commonly set parameters, like request core thread pool size, request socket timeout, origin server header, etc., and  b) Specializable to supply factory methods to override all the default classes instantiated by SimpleHTTPServer.  This is important to achieve things like a bounded request queue.The parameters are also all settable in axis2.xml as part of the http TransportIn config.All axis2 tests pass, plus I've updated my application with a custom specialization of HttpFactory that is heavily configured and it also works properly.I'd like to look this over again tomorrow, and test the axis2.xml feature (not tested yet), but wanted to post this first version now to get comments on the approach.Deepal, Dims suggested you might be the right person to look this over?  Also, Oleg, I'd appreciate any thoughts you have.The patch is against my local 1.0 repository, but I expect it will apply against the svn head since simplehttpserver patch applies against 1.0 (with different offset for the hunks in one file).  If there are any issues, I'll make sure it applies cleanly against svn head tomorrow.Thanks,Chuck",-1
Official guide says: Tomcat deployment is trivial and requires copying the WAR file into the TOMCAT_HOME/webapps folder and restarting the container. But this is really painful :-( Does there any way to deploy app without restarting Tomcat ?,-1
"No need, qdoc will list the access functions automatically.",0
I have some reservations about making this a user facing option. Each option should be easily understandable and widely applicable IMO. This is an internal debug aid.,0
Brilliant!!,1
We do this horrible thing to allow unit-tests access to internal symbols. Can something like this be done with common.mk? The solution below fails.,-1
"I don't see how this is possible, but I really, really hate to run my query an extra time just to get the record count so I can build a pager. When I say a ""pager"" I simply mean the common gizmo with a link for each 10 records for example.",-1
"XML SUCKS!!! I just removed the comment, a paragraph rant wouldn't be a good idea for something so stupid :P",-1
"hey man, don't act like I'm twistin' your arm :DYou know it ain't gunna get to stay here forever - but, if you want to wait and see if you can get some other poor sap move to it later - just tell me to piss off ;)",-1
This variable will never be set. We are linking to Qt so we should be good.,0
"Ugh, right, I'm stupid. Since there's no way of checking what's already in FormData, I guess the simplest way will be to append defaults to the query string.",-1
It would be sad:(,-1
"Awesome, thanks!",1
If possible can you make sure the patch is checkstyle compliant?,0
Thanks Mathias.,0
@OregonGhost: Does it matter?,0
"Edit: - Missed to add one imp line, CODE_FRAGMENT.",0
I still think this needs a comment explaining the out-of-order argument set up.,0
Awesome discussion.,1
Done except for pages.xml imports.,0
"Maksim, it was my local misconfiguration, sorry for the trouble.Applied at revision: 619775, thanks!",-1
"I hate it too. But did you stop to think why i wanted to do this instead of just assuming im an idiot? Its a small personal site, not a money maker. Rebuilt it to learn a new technology. Not bothered 301ing pages to their new versions. So instead trying to get some value to the homepage.",-1
"By the way, why are you adding patches for specific platform w/o $(if $(filter blah?",0
and call the client as follows.,0
"Ah, too bad.",-1
"From the articles I read, I kind of get the following.",0
"No worries, Greg!",1
+1 Committed. Thanks Suresh,1
"Thanks Jon. +1. Patch looks good. Minor nitpick I have is that it would be nice to give the test a more relevant name than testAutomaticallyMadeName. Something like testRelationAliasForBinCond. But I am not going to insist. ",1
should add more filters filters are a little lame and don't suit my pictures. if you add more filters  i'll rate it 5 stars &lt;3 and you should add more fonts  and unique features unlike other editing apps.,-1
Maybe it helps someone else: you can use www.browserstack.com to access VMs with different browser versions directly from the dev machine. (i have no affiliation with the company),0
"string.join() is deprecated. Please use ','.join(vmList).",0
I thought I'd commented. Complete rubbish http://stackoverflow.com/questions/6692021/performance-space-implications-when-ordering-sql-server-columns/6692107#6692107,-1
"thanks,dims",0
Anoop reminded me about this.,0
Crossing fingers...,-1
You could use my AnyMarkup decorator:,0
"Personally this is more readable and allows the comment, not to mention the pep8 nightmare with long lines.I will change it.",-1
I am trying to figure out how I could make something that looks like a folder file structure for a Java shell I am trying to make.,0
"Then, I changed the client to use jQuery file upload.",0
"Oh, right. That'd be the forum template that generated that. And no worries, I didn't take it personnally !",-1
How to handle the problem with LUCENE_29 setting and the posIncr of stopwords together with QueryParser that has a default setting of ignoring posIncr?,0
Good point. We need to make sure that we use jsonrpc.,1
"I didn't know about a Trinidad regex Validator. I've created it from scratch.Didn't look for any Validator code on the internet, because I wanted to make sure it was JSF 2.0 compliant.",0
"My goal is to write a cookie when the user authenticates. We are using a crappy framework that hides its source code and event model so when I use their login control I can't set a session timeout on it! Anyhow, I am trying to write a cookie when the user is logged in, and then refresh the cookie expire time on subsequent page views (sliding expiration). So I figured I could initially create the cookie during Application_AuthenticateRequest in teh global.asax but that seems to be firing even when the user hasn't signed in yet. Is that suppose to be the case?",-1
wow the reaction time on this by you guys was amazing xD I'll give everyone +1 once I get to the 15 rep ^_^ Thank you so much everyone!,1
"And, Could you please explain detail?",0
I've filed them in this JIRA: HDFS-2875.,0
I've just committed this.  Thanks Arun!,1
Attaching patch which incorporates Hemanth's comments.,0
"You could try this one (not optimal, I am afraid):",-1
"I'm not a big fan of call as a instance var name.  Consider ""use_call""",-1
"I have a page that uses excanvas to draw some images. While testing the new page in IE6, one computer attempts to open office 2000 and install a missing component. If the office 2000 install is canceled the vml images appear. This problem only happens on one of my test machines but it still worries me. Anyone seen this issue when using IE6 and excanvas before?",-1
"OK, moved back to shellfc.cpp.Implemented the std::array busines. Phew.",0
"""that all 4 projects are imported"" or ""that it imports all 4 projects""",0
"I'm closing this for the time being, as we've reopened SPR-368.",0
Many thanks.,0
"Hudson does not work well, patch has been manually tested.",0
then I gets the module error again from JNA.,-1
"Don't encode the value right away.  Instead we should lazily encode the value only when the serialization stream needs it.  Thus the constructor is just:  this.object = object;  this.codec = codec;  this.hash = object.hashCode();",-1
Applied patch.,0
"I have a string with some markup which looks like this: I'm trying to strip away everything except the anchor elements with ""entry://id="" inside. Thus the desired output from the above example would be: Writing this match, the closest I've come so far is: But I can't figure out why this doesn't work. Any help (apart from the ""why don't you use a parser"" :) would be greatly appreciated!",1
This condition is always true. I assume the condition you meant was n != ptrSize. Though I see you removed this condition altogether in CL 9704 (rebase failure?).,0
"This seems to be what is causing the problem.",0
"This works excellent, thank you very much! (Trim('0'||mycolumns))",1
"Even during the full-blown ""validation"" of the descriptors (done just before ""saving""), the CDE is invoking the base UIMA framework in  special mode to prevent instantiation.",0
It's uploaded here and on review board.,0
That's a bummer to hear. I missed that.  He did great work.,-1
"You can do as followed:When your app is not started/ running and you start from an notification, onCreate gets called. When your app is running (background or foreground), and you start a new intent from an notification this method gets called: (if you are using singleTop) To detect whether your app is running back- or foreground, you can simply set a boolean in onPause/onResume: Hope it helps!",1
"multimap makes me a bit scared, can you think of an alternative? multimap seems like a heavyweight interface for the table, as it is only used once for init",-1
"I had to read twice before to know what is affected in variable. Sometimes, make complete writing is simpler to understand than ternary operator.",0
Where is `bInfo` defined?,0
How to add some text between content tags. Say Wow it works!,0
"created: 2006-11-08 15:55:12.000resolved: 2007-06-04 10:08:36.132updated: 2011-05-10 16:12:23.000",0
"I have a session where they are, in fact, getting mixed up. http://stackoverflow.com/questions/1646274/asp-net-session-mix-up-using-stateserver-scary",0
Rest of Ender's patch was applied.,0
Can anyone please review the attached patch ? Thanks,1
I am new to this so maybe i'm doing somthing wrong.,-1
Awesome -- this approach will work! Thanks! BTW -- I've followed your blog for quite some time! Thanks!,1
Do more modern version of the Flash player work 11.3- 11.6?,0
Please provide your suggestions,0
"Instead of cast twice notifier to EObject, you could use a variable.",0
"Hey Tom,The change in your patch looks good. Latest patch just updates two tests. I'll commit this if Hudson comes back OK.Thanks,Eli",1
:org.osgi.compendium-1.0.1artifact and felix-1.0.4 framework,0
"oh crap, thanks!",-1
"fixed in trunk...thanks Henri!",1
That will unfortunately only work if there are no 4-core Intel Xeons that work in dual-socket configuration because we could confuse a workstation that has two such processors with an 8-core Xeon E5 in single-socket configuration.,-1
"some tests are still problematic, at least on windows...",0
"This is fixed in CVS (post 1.5b5).",0
Example above produces output.,0
you'll need someone with some maven experience to review this,0
"It is a nasty bug that I've seen in real life, though.",-1
Please review the submitted patch. Thanks.,1
You can use with an existing profile:,0
http://godoc.org/golang.org/x/tools/cmd/benchcmp will help make the benchmark comparison more readable.,0
I also modified the scroll flags: CODE_FRAGMENT.,0
"Igor is an idiot, and we *do* need gmake.",-1
"Hello Oliver,Sorry for the late response. I haven't had any time to look into this again, maybe it was a misuse on my side after all. Since I haven't been working on the project I encountered the behavior in for months, this issue might as well be closed.",-1
"try it out very helpful, loved it n its easy to use",1
"Sorry to close this David, but the Messenger component headed over to codehauswhere I think it's pretty much dead.",-1
"Personally, I'm not a big fan of parameters that can be more than 1 type. But, I can implement it that way if that's what you want.",-1
"It's hard to say. I lost 5 nodes in about an hour, but I don't know how many I lost last time",0
Thanks Alejandro .,1
Applied.  Thanks Simon!,1
"NIT: okay, we can keep it like this.;)I was just unsure that ""on_post"" method always executes in single thread and was scared of potential race condition.",-1
"I actually tend to prefer PascalCase here - but out of habit, I'm guilty of UPPER_CASE...",-1
"I always prefer one-liners over potentially complicated multiple linesFurthermore, rsync also allows copying permissions ""more easily""I was myself a big fan of find ... | cpio ... before ;-)",-1
"I am assuming that, you have a desktop program, which is running on the ftpserver itself.",0
or just Is there a difference?,0
The contribution archive.,0
I think Jon probably cleared the code for you.,0
"if we've got this, do we still need the flag?this field should probably be called something more like ""allocated_stack_size"".",0
"This might be a dumb question, but any reason why we aren't just running 'ls -l' here along with a list of the paths, esp. since this is temporary debugging code?",-1
"s/logical//(logical as opposed to what? it's all logical in software... - leave away)how about:Loading is controlled by this dependency graph.",-1
"+1 Looks goodI just committed this.",0
"Why use a `Mutex` here? The `Acquire` method just returns a reference to an instance (this is a reference type). Whether the object referenced is mutable or immutable is irrelevant. The reference is to the same object no matter if the object mutates. Why do locking? Even if the instance was not ""singleton"" or ""read-only"", i.e. even if the field reference could change, since [reference assignments are atomic](http://stackoverflow.com/questions/5209623/), there would still be no need for locking/`Mutex`. I will downvote this answer @ +109 net upvotes...",-1
"Ashu,Please take a look at http://cvs.apache.org/viewcvs.cgi/xml-xerces/java/src/org/apache/xerces/dom/DeepNodeListImpl.java (mentioned by jongjin)-- dims",0
"I've got a php array: I want to pass this array via jQuery AJAX, with this: And here's my jQuery: How can I pass the array, so that with the ""replyMessage.php"" page, I could take each ID from the Array, to do something like this: Any help is greatly appreciated!",1
"Created an attachment (id=7421)patch to o.a.c.l.SystemUtils.java. Modified declaration order.",0
weird place to break a line!,-1
"Patch is pretty trivial, but gives +15% on MT/SerialBench on 2-core Core2.",0
There may perhaps be some way to use Windows file-locking as a signalling mechanism here.,0
API_NAME: API_NAME ( ) FILE_NAME / lang/String;.,0
Is this sufficient?,0
Sorry - I just didn't read the issues carefull enough.,-1
"I expect to do a system when you can do a survey, and then, press a button, open a new activity and see survey answers.",0
"I'm rethinking the design of my GUI. I designed a few JFrame with Netbeans automated GUI (yes, I'm lazy, and this generated code is often awful, I know !), but now I want them to be JPanel (actually, to inherit from another class that inherits JPanel). But I had the ""setDefaultCloseOperation"" modified, so my code is broken : setDefaultCloseOperation is impossible for a JPanel. Since I can't modify the generated code, I was wondering : is there a way to make Netbeans understand I changed my mind, and regenerate the code ?",-1
"@Kev its a deployment headache, you can ilmerge it in ... but still its an extra bit of luggage you need to worry about",-1
"I have ci, so our staging environment builds itself. Should I have a script that not only builds production but does all the branching for it as well? When you have 1 code base on 2 different urls with skinning, should they be required to build at once?",0
"How about:while (next != null && next->asPhi()->GetRegNumber() == reg_number) {  if (next->GetType() == GetType()) return next;  next = next->GetNext();}return nullptr;",0
Is this really the right place?  This seems like an awful hack...,-1
"I would like to strip everything in a string before a - and leave what's after that. For example: 15.11-101 I want to strip 15.11 and leave 101. I've tried a few different things, but can't seem to get it working, if anyone could help me out, that'd be fantastic :) Cheers Leanne",1
Non-standard ports (And other more exotic configs) now have their own section that I've added in this commit,0
"Also, your fiddle example seems to be cut from a much bigger project with a lot of superfluous code hanging around. I think if you are able to duplicate the issue in fiddle then you should pare down the code to eliminate some of that and make it easier to troubleshoot.",0
After that the UI thread CODE_FRAGMENT receives the message inside the CODE_FRAGMENT method.,0
It supports API_NAME NUMBER + clients.,0
"Yes, you need two view controllers. Check out lesson 7 from Stanfords CS193P iPhone Application Programming course. It is available online. Both slides and the lecture through iTunes U. I really enjoyed watching the course!",1
But I used AspectJ loadtime weaving.,0
"Because of this and HADOOP-4972, it may makes sense to acquire namesystem locks in getBlockLocationsInternal.",0
"Very well put, I really like this !!!",1
Note that I wouldn't be totally opposed on adding additional support for the dot notation on inserts (provided all fields are indeed given) for symmetry/convenience.,0
"If we redid the meta tables in this format, we'd be using an access that is natural to hbase, a scan as opposed to the perverse, expensive getClosestRowBefore we currently have that has to walk backward in meta finding a containing region.",0
I just committed this.  Thanks Giri!,1
I think this is what caught me the first time I tried this,0
"Thanks Alexei, the patch is fine.",1
Sorry again!,-1
"I do not like (long) very much, but that is something in the inode_ctx API :-/ Maybe I find the courage one day to make it a (void*) instead.",-1
it's just not correct to skip ./.. in OSP because it doesn't know whether this is a stripe or just regular directory which we can access via OSP.,-1
"Excellent, thank you! I don't know when we are going to upgrade but that's a good reason to I guess.",1
"The inner loop returns to the caller regardless of the outcome. You should after the loop completes. Also, don't use . It's confusing (probably why you got it wrong (it should have been )) and you can just use the equality operator: , which is well-defined for (in case you were worried about the whole, ""Don't compare using equality!"" thing). But what you really should do is store the data in a map keyed on username and do a direct lookup:",0
"I have the following javascript: for some reason, in IE only, it chokes on ""css.appendChild(css_data);"" Giving the error: ""Unexpected call to method or property access"" What's going on?",0
"10000 tries seems awfully high. You should also probably add a delay between attempts.Oh, and count is an unsigned char, so you'll never actually get above 255 :)",-1
I don't know that this will actually do what you want.,-1
"Thanks Martin, I will do it. It will look much better.",1
Pushing non-critical issues to the next CR2.,0
"This looks a little weird, left-justified right above the centered preview. Maybe put it on the same line as the preview, with the text in two lines?",-1
"port/src/lil/em64t/pim/m2n_em64t_internal.h:#ifdef _WIN64const unsigned m2n_sizeof_m2n_frame = 120;#elseconst unsigned m2n_sizeof_m2n_frame = 104;#endifvmcore/src/util/em64t/base/compile_em64t.cpp:// Stack size should be (% 8 == 0) but shouldn't be (% 16 == 0)const int ALIGNMENT = 0;Doesn't it worth to let compiler calculate such values? ",0
"Right, changing an SwField, which is part of the document model during export is bad. An export operation should just read the document model and serialize it in some format. Can't you set m_bCitation depending on what the field type is? Just put a breakpoint on the SwField constructor, get a backtrace and see where it's created -- hopefully the caller knows the field type.",0
"This library is fantastic, made my app much faster, thanks !",1
"More complete would be:ÃêÅ_ÃêÂ¶ÃêÂ¸ÃêÂ´ÃêÂ°ÃêÂ_ÃêÂ¸ÃêÂµ ÃêÂ·ÃêÂ°ÃêÂ_Ã‘â‚¬Ã‘Æ’ÃêÂ·ÃêÂºÃêÂ¸ Ã‘ï¿_ÃêÂ¿ÃêÂ¸Ã‘ï¿_ÃêÂºÃêÂ° ÃêÂ_ÃêÂ_Ã‘â‚¬ÃêÂ_ÃêÂ´ÃêÂ_ÃêÂ_, Ã‘ï¿_ÃêÂ_ÃêÂµÃêÂ´ÃêÂ¸ÃêÂ_ÃêÂµÃêÂ_ÃêÂ¸ÃêÂµ ÃêÂ_ÃêÂµÃêÂ´ÃêÂ»ÃêÂµÃêÂ_ÃêÂ_",0
To bring the discussion to the newly named file. @krisr:  Are we doing this because sysinfo was horrible? That has recently been updated by Dan and it will now start collecting on the logs that _changed_ during each test run.,-1
Question explicitly states MySQL,0
"yes, they should all be using RWLock, absolutely.",0
"Ashish, This is working fine for me. Please take a look at https://issues.apache.org/jira/browse/OFBIZ-2277",1
Note: the attached patch does not break the existing API,0
"Has anyone found a way to change the icon displayed in the Office Button in A2007? Having converted an MS Access 2003 app to 2007, it's very annoying that my app is now displayed as an MS Office app instead!",-1
"JB, do you expect problems when we upgrade Camel 2.10.0 to Spring 3.1.0 (and deploy it into Karaf 2.2.x)?Because Camel leverage on the Karaf Spring feature, it will use Spring 3.0.x when running inside Karaf 3.0x and Spring 3.1.x when running in Karaf 3.0.x. IMO, when we can upgrade to Spring 3.1.0 without any modification, it should not a problem...",0
"Thanks,rev.",0
I'd say spike should be part of the iteration plan. not just in time. They should be accounted for the story they belong to. Even reading of parts of the manual should be estimated. And now for the hard part: don't be afraid to give high estimates. Realistic is ALWAYS better than too low. ;),1
"I'm nearly reaching rage mode! Can anyone help me with this?? I setted a limit on a CodeIgniter Model so I can only that set of results. Why is it not working? The records are displaying correctly on function call, but I'm getting more than how it's supposed to",-1
"Good to know, I'd specify this in the doc -- i.e. don't touch *any* QObject",1
files starting with a dot can be a pain to windows based tools...,0
"Since this is homework, here's some hints.",0
"If someone is commonly needing to delete all but the top n rows, I'd argue they've got bigger issues to worry about.",-1
"And I notice that the marcuse/4338 line still doesn't have latency metrics, if you'd like me to re-run for those stats, I can. Just need to rebase off of CASSANDRA-6153 (or rewrite my tool to use a known good cassandra-stress; right now it just takes the one from the same branch it's testing.)",0
"@idiot Yeah, I was on that idiot-path for a good while but commons-lang is a hairball, at least where this hashcode making and equals is concerned.",-1
"Hmm, that sucks.",-1
"Thanks,-Suresh ",0
"Visual studio is ok, but i really hate the fact that you have to go through all the process of project creation just to compile one source file. Is there any compiler in windows that allows compilation directly from directory?",-1
"It didn't make any difference, I receive the same error.",-1
What's happening?,0
See: http://stackoverflow.com/a/15764763/1709992,0
Using itkAssertInDebugAndIgnoreInReleaseMacro for efficiency.,0
Excellent answer! Your recipe works like a charm.,1
"Oh man ... it's a fucking precendence problem.",-1
I don't know what else to do to make things to work.,-1
"The documentation here is pretty much the same, but the errors occur in different circumstances.",0
"Hi. Yes, perhaps I got a bit trigger happy. Although I did get a +1 from another committer and I assumed that the ""submit patch to hudson"" wouldn't be able to pick up on the renaming of the test using patch.sh and would fail. Perhaps there is a better way to do this which I am not aware of?Glad to get feedback though, need to properly get the hang of the process",0
"yes, It is true, I am totally wrong here. not follow and think the pattern it should be. I am really appreciated you for pointing out this for me.",1
"Jonathan's comment sums up my feeling. In EF4, char(1) fields come across as string, so MS obviously recognized the pain.",-1
Will commit a bit later unless somebody beats me to it.,0
"But, in the meanwhile, can I upload a patch which reverts this ?",0
grubbing down into internals here kind of sucks,-1
Because SQL migrations requires it for work on the ec2 credential table.,0
"Note also that an implementation goal is to not spawn threads to do writes to the underlying transport (like TFileTransport does now).",0
"Robbie,Could you please review and commit the patch?",0
Applied the patch. Thanks Dennis!,1
"Using the code above, it should look like this.",0
"Why checking for null pointer here? delete handles null pointers just fine, you only add overhead here.",-1
"Without an explanation of what the issue is, this issue is likely to remain dormant or just be closed as won't fix.",0
"Not an exact answer I'm afraid, but this information might help.",-1
I can't parse the part between this comma and the next one.,0
"Excellent advice, thanks!",1
"assignBadges doesn't even exist?! how did this pass tests? oh, it doesn't have any. well, shit :)",-1
That's very sad :(,-1
That is offensive to Spaniards. :),-1
It is not needed in trunk. Trunk will be taken care of in HADOOP-7853.,0
great idea,1
"...Sometimes this piece of code [..] returns the same number (and sometimes it works fine)... So it works randomly??? :) :) :) Ok, ok, downvote me now!!",0
"Thank you, guys!",1
"yes,- this is HDFS-4866 releated. I've added reference.",0
is this double level of joining really necessary? It's a nightmare to read.,-1
Drama-free and practical. +1.,1
"No worries, once you know, you know!",1
"@PaulMougel,Thanks Super Great! it works! I added it (res.end()) habitually and have never thought it might could be the reason. Happy New Year. Thank again you so much.",1
Why don't you try Easymock or Mockito.,0
Because total bytes of addrs should be greater than size.,0
".init = DEVICE_NOOPmakes things explicit without the pre-processor rubbish.",-1
:) :) :) :) :) :),1
"Yeah, $rawerror is a poor choice.I've updated it and switch things around so now we have $isescaped which is the bool to check to see if we want to escape the error string or not. Set to true by default.",0
"Check out GSON for converting POJOs to JSON: We've been using for a couple of years now. Very excellent library. For POJOs to XML, Jersey uses JAXB or you could roll your own serializer.",1
To be honest I don't even know where to start. I guess the solution might entail using a zillion IIf statements. I'm fairly new to this I'm afraid!,-1
"Just run, run away screaming.....",-1
Back in the day I had to solve this with a panel where the text box is a component inside and had DockPadding set to 3 or 4 pixels. I'd then style that panel to a single pixel. I always found this really annoying!,-1
A patch for this. Thanks a lot.,1
Clocked asyncs are fixed in r19148.,0
"Sorry, yes I believe this has been resolved.",-1
"It seems like calling Window.Location.replace() would reload the page? If it doesn't in this case, is that portable?",0
This reply is incomplete: we currently have an app that is leaking permgen memory and the number of loaded classes is absolutely constant. Both facts can be seen by using JConsole. We suffer from the same problem as the original poster in that we have no way to analyze the permgen in detail.,-1
could we get rid of normal?,0
nit: this import is not needed anymore and can be removed,0
"I may have a solution for you: 1. Go into google chrome settings 2. Click advanced settings 3. Click show advanced settings. 4. Under ""privacy"" click content settings 5. Go to the media section (near the bottom) and click ""Allow all sites to use a plugin on my computer"" Really hope this helps! If you extra help, check out this for more information.",1
I don't have the cycles today.,0
"A unit test should do the same thing every time that it runs, otherwise you may run into a situation where the unit test only fails occasionally, and that could be a real pain to debug. Try seeding your pseudo-randomizer with the same seed every time (in the test, that is--not in production code). That way your test will generate the same set of inputs every time. If you can't control the seed and there is no way to prevent the function you are testing from being randomized, then I guess you are stuck with an unpredictable unit test. :(",-1
No I am not talking about email clients.,0
"Take a look - email is sent using , so you could just add: to the .",0
"Please check that this resolves the issue for you.",0
duplicate of FLUME-1475,0
its a pain in the neck,-1
Committed to trunk and 0.21 branch.,0
"Andrew, patch applied at revision r428265, thanks a lot for this enhancement, please verify that the problem is fully fixed as you expected.",1
I will work on merging this into 10.3 codeline and writing a test case.,0
I think I would be happy with a process where a weinre build is kicked off for every commit to master.,0
"s/=/ = /(no need to squeeze everything w/o blanks to ease readability)",0
It's also easier then to tell a wildcard-based config from a normal one.,0
APIs doc is outdated - thanks,0
@ergosys Thanks that was extremely helpful!! Somewhat related to what I asked... I'll have a try on that tomorrow :D,1
"Oops, sorry folks. Wrong project. ",-1
This also seems pretty reproducible.,0
"Not a big fan of using list comprehension for that case, I'd rather see a regular loop.",-1
"* property may be as a delimited identifier, e.g.",0
"The spec states that an HTTP agent should avoid infinite loops,which is not the same thing as circular redirects in my opinion.",0
Confused about this.,-1
"+1, patch looks good.",1
shouldn't it free the allocated memory here and return null if mkstemp() fails?,0
Looks good to me.,1
"This will add an new <input name=""ajax""> everytime I change the switch.Please add the code to make sure only one is appended.",0
Are you referring to the D version?,0
"why on earth would it match anything, you have not even touched the Apache install.",-1
I have been using (and loving) the jQuery intellisense for Visual Studio 2008 (blogged about by Scott Guthrie ) but has any one ever come across an intellisense script for the components of jQuery? Thanks!,1
"I did try some variations as well, and I have to say I only got confused.",0
Please review.,0
Hudson is stuck.,-1
"It looks like there is something about the build scripts that is causing it, because hdfs.proto, where NameSpaceInfoProto is defined, is more or less identical between trunk and branch-2.",0
+1 looks good to me. Trying it out.,1
"Unfortunately, no. That's my major pain when merging vcproj file changes.",-1
"Thanks, I've committed your patch, leaving out the change to equals() and not removing mergeBooleanQueries() as that is a public method which someone might be using. Also, could you please check if the test case is correct now? I couldn't apply that part of your patch cleanly and something might have been broken.  ",1
"Some thoughts I had about this:Overall, I think it's a good idea.  Seems like it's not crazy to add and would have multiple benefits.  Logical striping across the L1 boundary is a simple solution to both proactively handle splits and reduce compaction times.Thoughts on this feature1. Fixed configs : in the same way that we got a lot of stability by limiting the regions/server to a fixed number, we might want to similarly limit the number of stripes per region to 10 (or X) instead of ""every Y bytes"".  This will help us understand the benefit we get from striping and it's easy to double the striping and chart the difference.2. NameNode pressure :  Obviously, a 10x striping factor will cause 10x scaling of the FS.  Can we offset this by increasing the HDFS block size, since addBlock dominates at scale?  Really, unlike Hadoop, you have all of the HFile or none of it.  Missing a portion of the HFile currently invalidates the whole file.  You really need 1 HDFS block == 1 HFile.  However, we could probably just toy with increasing it by the striping factor right now and seeing if that balances things.3. Open Times : I think this will be an issue, specifically on server start.  Need to be careful here.4. Major compaction : you can perform a major compaction (remove deletes) as long as you have [i,end) contiguous.  I don't think you'd need to involve L0 files in an MC at all.  Save the complexity.  Furthermore, part of the reason why we created the tiered compaction is to prevent small/new files from participating in MC because of cache thrashing, poor minor compactions, and a handful of other reasons.So, some thoughts on related pain points we seem to have that tie into this feature:1. Reduce Cache thrashing : region moves kill us a lot of time because we have a cold cache.  There is a worry that more aggressive compactions mean more thrashing.  I think it will actual even this out better since right now a MC causes a lot of churn.  Just should be thinking about this if perf after the feature isn't what we desire.2. Unnecessary IOPS : outside of this algorithm, we should just completely get rid of the requirement to compact after a split.  We have the block cache, so given a [start,end) in the file, we can easily tell our mid point for future splits.  There's little reason to aggressively churn in this way after splitting.3. Poor locality : for grid topology setups, we should eventually make the striping algorithm a little more intelligent about picking our replicas.  If all stripes go to the same secondary & tertiary node, then splits have a very restricted set of servers to chose for datanode locality.",1
"So you can easy reduce count of objects by factor two ( one byte [ ] instead of pair String + char [ ] ), and array length of UTF-8 symbols usually less than length of UTF-16 chars.",0
"On 2008-04-04 13:31:57.627 jimurphy commented:fixed rev.",0
"This is a great question.. my approach for solving this question would be to ask: Given a list of items, what is the popability of choosing two consecutive items from the list which are sorted. As the list becomes more sorted, the probability will approach 100%. To calculate this probability is relatively simple: I hope this helps!",1
"Sorry I didn't use your patch, but I think you'll like the end result.",-1
Sorry for the delay.,-1
"Tom, no problem, please see WHIRR-634 and WHIRR-635.",0
Can I call GetMatrix w/out having called SetDataFrameObject? Add a bried usage description here.,0
You don't have to base64-encode the access token before use.,0
This patch has been improved a lot.,0
Any advice is welcome.,0
Would like to pick up this fix with the stable release if possible.,0
"Yes, it's better but I realize that could be a nightmare for language translation. Do you know if I can use _() for ADD_RT_TO and REMOVE_RT_FROM then append it to the help message?",-1
( see: this answer ).,0
That sounds like a plan. I love peer-reviews... :-),1
here is some code to have a gif (that already have transparency in it) transformed (supposed you want to resize it) in bitmap and then can be showed properly with it's transparency. Good luck ! GrÃ©goire Lafortune,1
"Ah, brilliant!!! I should have thought of that myself :-) :-)Will do.",1
Damn time has flown...,-1
Committed revision 1070501.,0
PC-Lint and splint will find unreferenced methods and variables.,0
This example compiles and runs.,0
I think it speaks volumes about IE that the keyCodes for the arrow keys form an angry sad face: %&'( (works better in the comment text entry font),0
"Configuraton doesn't belong in a library. I think you nailed it with ""emerging anti-pattern"". It's really pretty easy to locate configuration files relative to a library; they don't need to physically go in the same JAR to be found.",0
S.Keller's solution worked for me and may fix your issue too.,0
XW-172 already talked about number conversion and localization.,0
"I'd really appreciate if you provide some mockup, or get approval from UI team that they are ok with your changes.",1
Is there any way we could implement vertical lines in a jquery file tree?,0
"Could we remove the setProperty() implementation in HierarchicalConfigurationand use the default implementation in AbstractConfiguration ?",0
Thanks for taking a look Bikas and Devaraj. Committing this.,1
Damn it !,-1
I haven't got the invite yet... which email address did you use?,0
"Comment is inaccurate (the code assumes stripe offset is set). /* Make sure stripe offset is in OST list. */",-1
"bodies of ""if""s must be inside brackets, even if it is only one line.",0
"You should definitely HTML encode before assigning posted content to the HTML body of an email. Your code should already be rejecting content such as '<script>' as invalid, not just in the case of an email but in all cases. There are no other considerations you need to worry about.",0
