Sentence,Label,group
Bikas -is there any reason to not make the {{close()}} operation in {{unpackEntries()}} part of the try/finally logic? Other than that it looks good to be -the {{Shell.WINDOWS}} checks ensure that the Unix untars will be the existing shell commands and not break anything  ,0,2
"bq. {{ catch (InterruptedException ignore) { Thread.currentThread().interrupt(); } }}

Resetting the interrupt status of the thread is a good idea when we can't just re-throw the InterruptedException, but IMHO we should in that case *also* throw a TikaException to indicate that the requested operation couldn't be completed normally:

{code}
...
} catch (InterruptedException e) {
    Thread.currentThread().interrupt();
    throw new TikaException(""Interrupted"", e);
}
...
{code}

When the {{Process.waitFor()}} call is interrupted we can't just blindly assume that the process completed normally. Explicitly throwing an exception is a better approach in such cases.",0,2
"bq. 1)  Sorry, didn't create a patch for the README since it was a small change, it is included in this patch with the comment revision.

",-1,2
"bq. accountNames => {""shalinmangar"",""steffkes"",""otis"",'ErikHatcher'}

Shalin, Stefan, Otis, and Erik: I've added all of you to the solr-committers, solr-admins, and confluence-administrators groups.",0,2
"bq. Actually, DIH started as a standalone webapp inside AOL. We changed it because we didn't want to duplicate the schema in two places and also because we wanted to have it available by default in Solr installations.  Another web app means you need to procure hardware, plan capacity/failover, create firewall holes etc

Even if it were a standalone app, I would still run it on the same hardware that runs Solr, though I might run it on the secondary servers that aren't normally seeing query load.

Why would you need to have the schema in two places?  My DIH config doesn't mention any field names, because all Solr field names match the MySQL field names.  Even if they didn't, I'm not sure why it would be any different than any other SolrJ client, which doesn't need to have a copy of the schema.

bq. Talking to multiple collections was never a goal for DIH â I'm not sure what value it will bring. 

I've got a sharded index; currently production is on version 3.5.0.  Full rebuilds are done with DIH because my SolrJ application can't touch it for indexing speed.  It does fine for keeping the index up to date with once-a-minute updates, but for indexing millions of documents per shard, DIH beats it handily even though it's only single-threaded.

If I could put all the DIH stuff into one central place, it might make it easier to manage.  I do intend to look at the DIH code to see how it manages to run so fast, so I can hopefully improve my own code, but I can never find the time.
",0,2
"bq. Can we just make it final when we backport this change? 

Duh no we can't since we have core IR impls subclassing IR...",0,2
"bq. CASSANDRA-2444 got in the way

I'm not sure what the right solution is here.  I buy the premise of 2444 that you don't necessarily want to get hammered by compaction when you're first starting up (warming up caches).  So I don't think ""check for compactions ever N seconds"" is a great policy.  But, I'm not sure ""check every N seconds, starting M minutes after startup"" is great either because it's not something a user will just guess when he's wondering ""why aren't compactions happening yet?""

Any other ideas?",0,2
"bq. guess we need to supply a tool to rename sstables files if anyone is on longer names?

We probably don't need to do anything. I don't think anyone is really using names long enough for them to it the file system limit, the goal of limiting the names is just so to prevent this from happening but there will be no other assumption that the names are short from the code.

I also don't think anything will prevent rolling upgrades, do you had something in mind?

Note: I have a long flight ahead of me so I plan to update my last patch with both those changes, as I still like the moving of all the directories handling in a dedicated class, even if we don't support both layout.",0,2
"bq. Here the patch for the groovy script.

cool, looks good, thanks!",1,2
"bq. Here's a patch for the general case, and it also adds a warning that you should set your similarity with Similarity.setDefault, especially if you omit norms. 

Is there no way to remove this stupid static default and deprecate Similarity.(g|s)etDefault()? Can we not use the Similarity from IndexWriter for the case of NormsWriter?",-1,2
"bq. Hmmm, infoStream is just for debugging... should we really make it volatile?

I'll remove its volatile...


Oh yeah.  But then we'd clone the full IWC on every set... this seems
like overkill in the name of ""purity"".


I really don't like that this approach would split IW configuration
into two places.  Like you look at the javadocs for IWC and think that
you cannot change the RAM buffer size.

IWC should be the one place you go to see which settings you can
change about the IW.  That some of these settings take effect ""live""
while others do not is really an orthogonal (and I think, secondary,
ie handled fine w/ jdocs) aspect/concern.
",0,2
"bq. I assumed modules doesn't need to be self-contained like Lucene or Solr. I can fix that by enforcing tools' compilation in that macro... I'll do that.
bq. Steve, will you double check again if everything works

Yes, everything works for me now, thanks!

bq. and commit this in?

Is there some reason why you can't do this?  IMO committers should commit their own work.

bq. I didn't put an entry into CHANGES so you'd have to add it if it qualifies at all to be mentioned there.

IMO this definitely warrants a CHANGES.txt entry.

This should also be backported to branch_3x.

bq. This reminds me of the ""infrastructure tools"" problem we had in Carrot2. We finally decided to simply have them as a stand-alone project living within the same repository space, with a stored, versioned binary artefact updated when tools had to be updated (rarely). This does version a binary file but you don't need to worry about recompiling things over and over.

+1 to do this for this and any other Lucene/Solr Ant tasks.",1,2
"bq. I did hit the error while I did that but I will verify again.

Ugh.  If that's the case then maybe catch the OOM in the read, and fallback to the temp buffer read solution?",0,2
"bq. I just committed this to trunk and branch-0.23. Thanks Derek!
Also branch-2.",1,2
"bq. I'm attaching a patch which adds a second query() method to SolrServer which takes the request method as the second argument.

Shouldn't that be specific to an HTTP server?",0,2
"bq. I'm gonna hold off on LUCENE-2771 until we figure this one out... because it would make your getSequentialSubReaders in the synced=true case quite heavy (without modifications).

Sorry, I was wrong on this... I totally forgot the norms cache is lazy-loaded always in that patch. I'll commit LUCENE-2771 it shouldnt affect this!",-1,2
"bq. I'm not sure I understand, are you saying that B would violate this, or just that the status quo does?

I'm saying B would violate this, yes. B was ""bootstrap from the right token, but if that one isn't up, bootstrap from any other token preferring the closer ones"", right? I'm saying we can't just automatically choose another token if the user didn't specifically say it's ok.",0,2
"bq. If you back-port this to 2.9, you can't use any of the java.util.concurrent.*
Very good point! - didn't thought about back porting at all.


bq. I'm not sure you need a separate SearcherHolder class - can't you re-use IndexReader's decRef/incRef?
I guess I did not see the simplicity the reader offers - blind due to  java.util.concurrent.* :)

bq. I think there are some thread safety issues.. 
this is weird - on my dev machine and in the patch it is not synchronized.. on the machine I run the tests it is. Anyway you are right.


I changed the code to be compatible with 2.9 using indexReaders.dec/incRef.. will attache in a minute


",1,2
"bq. One possibility is that getToken of OPP can return hex value if it fails to encode bytes to UTF-8 instead of throwing error.

I can't think of how it would break anything to accept keys we previously rejected.",0,2
"bq. Opened LUCENE-3595.

thanks! I committed this to trunk and backported to 3.x 
