id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50889,,,,,,,,Seems like this has all been done.,"'""apache' added font bug fixed""",The logo source for the one with the gray background uses a different font then the one with the black background; is this intentional? Also they both don't contain the letters 'apache' whereas the compiled one does.,I think special pages need a custom layout (about; getting started; home page; documentation; download etc.). According to priorities; I will produce needed layouts.,Tapestry Logo as Illustrator SVG : fixed with final dot after 'Code less; do more',NB: tapestry logo on homepage contains the word 'apache'.,Website redesign related files Contains: - CSS : a reset and custom style for tapestry.apache.org - layouts as static html: åÊåÊåÊ- - homepage åÊåÊåÊ- - documentation åÊåÊåÊ- - getting started - SVG for making headline/title images. Using fonts with big size would cause aliasing issues. I think it's better to use image for headlines.,Logo as Illustrator SVG.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61559,,x,,,,,,The other precedences are OK; as far as I can tell... not worth messing around in the code for no demonstrable benefit.,I don't see anything else that looks wrong; so what do people think about doing this?,I went ahead and looked at the ternary operator (those I could find with grep) and here's the results. Not sure it's worth doing; anyone want to chime in? Although this construct is 'exciting'... luceneSort || sortMissingFirst && !reverse || sortMissingLast && reverse ? '' : 'zzz';,Dear God! You mean the intent here is: return (pf.filter==null && pf.postFilter==null) ? qr.getDocSet() : null; ??? gotta confess I just saw the pattern and jumped to conclusions; hadn't examined the code at all. But you've just made the job tougher... Wait; I know! I'll just write something in awk to convert everything in the source tree. The ternary operator really annoys me for this very reason... rant; rant; rant.....,the last line is: return pf.filter==null && pf.postFilter==null ? qr.getDocSet() : null; This is correct; but feel free to add parens to clarify.,Sorry for the spam; but there are backslashes in front of the pipe symbols in all the REs; silly website doesn't let them through |,I love it when a better solution occurs to me the instant I post something..... ||[^\(]+==.*?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36717,,,,,,,,UIXListView also provides selection functionality through 'selectedRowKeys',UIXListView is derived off the UIXIterator and provides stamping of items vertically. In addition it provides grouping functionality through a treeModel and provides the wrapper around the treeModel for tree related operations similar to the UIXTree. 'groupDisclosedRowKeys' provides grouping functionality along with disclosure support,Attached is the component class. The implementation of it in the trinidad renderers will follow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53284,,,,,,,,Resolved in Version 1.2_QA_B1 . Therefore will be closing the issue,Fixed with moving to the axis2 trunk,The root cause of this is a defect in the Axis2 1.3 ApplicationXMLFormatter which ignores the 'preserve' flag passed in åÊåÊåÊåÊpublic void writeTo(MessageContext messageContext; OMOutputFormat format; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊOutputStream outputStream; boolean preserve) throws AxisFault { The latest Axis2 code seems to have this fix; and thus we will be able to incorporate this only when we switch to the next version of Axis2. Thus I am postponing this issue to be fixed in Synapse 1.2 or later as Synapse 1.1.1 cannot fix this without a binary patch of Axis2,Indika; It might be worthwhile to check whether a response has already been submitted by the HTTP transport and throw a little more informative exception if that is the case. 'Transfer-encoding header already present' may sound a bit too scary and confusing. Oleg,Before sending message to a external endpoint ; synapse make a clone the MessageContext and this clone operation clones the properties ..etc... but it will never clone the SOAPEnvelope (except with in clone mediator and when converting soap11 to soap12 or vise visa .). Because of this; each MessageContext contains reference to the same SOAPEnvelope object. According to the scenario in the above synapse configuration; client send the rest request to the synapse and then synapse call to a rest endpoint. In this scenario; we send the cloned Message to the endpoint asynchronously and continue Message Mediation with the original Message . Each Message Context contains reference to the same SOAPEnvelope. Synapse do the rest call to the external endpoint and also continue message mediation . In the message mediation ; after message coming to the Log mediator ; it tries to log SOAPEnvelope(evaluates toString() method ) and then it throws the AxisFault 'java.util.NoSuchElementException ' . This is happen ; even client make a SOAP call and synapse do the rest call to the external endpoint(ant stockquote -Dtrpurl=http://localhost:8080/soap/StockQuote). In Both of above scenario what happen is ;when doing rest call; the SOAPEnvelope object has corrupted and because ; both Message Contexts refer to to the same SOAPEnvelope object ; in Log mediator when try to get string of SOAPEnvelope trows the the AxisFault 'java.util.NoSuchElementException ' due to the corrupted SOAPEnvelope. As a solution for above two scenarios ; we have to built the original SOAPEnvelope (only for above two scenario). The 'org.apache.http.ProtocolException: Transfer-encoding header already present ' Exception occurs due the side affect of the above AxisFault 'java.util.NoSuchElementException ' . This AxisFault did not catch in the Log mediator and therefore it goes up to the ServerWorker and ServerWorker log it an error and send it to the client as soap fault 'AxisEngine.sendFault(mc)'. At this point; synapse has already sent the http response with response Envelope received form the axis2server(OUT path) .Therefore ;sending soap fault from ServerWorker cause to resend the same Http response and occurs above 'org.apache.http.ProtocolException: Transfer-encoding header already present ' Exception. This situation can occur for any uncaught exception which cause to pop up it to the ServerWorker. you can see if you remove the log mediator from the configuration it will work properly . Thanks Indika,changed the fix version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13382,x,,,,,,,As you wish http://cwiki.apache.org/confluence/display/WW/Struts+2+Blank+Archetype,Lukasz; yes; something like that; thanks! But I thought about adding that note to another page that also had that failing command line: http://cwiki.apache.org/confluence/display/WW/Struts+2+Blank+Archetype,I added note about staging repo http://cwiki.apache.org/confluence/display/WW/Struts+2+Maven+Archetypes,Oleg What you want to change? Add comment about staging repo?,Change the documentation at least,The first thing that Maven users not familiar with Struts2 do is try to create a project from an archetype using the command from the online documentation. Please make them happy.,Ad.1 Yes; you are right and I will try to move Struts2 archetypes inside Struts2 project to be a submodule and included in release process of whole project Ad.2 It isn't so obvious but there were only few archetypes released so far; so it will be better to put a list of available versions of archetypes Regards _x0089_ÛÒ Lukasz,Lukasz: In order to be considered the final comments in the report: should I request an Enhancement for them?,Archetypes are ready to be released - the vote is in progress You can try to use staging repo as below mvn archetype:generate -DarchetypeCatalog=http://people.apache.org/builds/struts/2.1.8.1/m2-staging-repository/ Regards _x0089_ÛÒ Lukasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64407,,,,,,,,This bug was modified as part of a bulk update using the criteria... Marked ('Resolved' or 'Closed') and 'Fixed' Had no 'Fix Version' versions Was listed in the CHANGES.txt for 1.1 The Fix Version for all 38 issues found was set to 1.1; email notification was suppressed to prevent excessive email. For a list of all the issues modified; search jira comments for this (hopefully) unique string: 20080415hossman3,I just committed this. Thanks for the patch; and the tests!,initial version of patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,x,,,,x,,,The attached stylesheet is an invalid XML document and there is also an invalid xpath expression. Please post all files required to reproduce this bug; including any extension java files. If you can simplify the stylesheet and java files; that will be great.,I am also noticing that full location information is not avaialable when this error occurs. You get the correct line number info but the SystemID is not reported.,Created an attachment (id=11016) XML File for XSL;,Created an attachment (id=11015) Stylesheet to force bug; see DEBUG comment to see offending XPath statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,,,,,,,,I think you want the XMLBEANS project; the xml to object mapping; rather than XBEAN; reusable server components,To reproduce; generate for the attached schema using defaults. Create an instance of ACORD and get the text. Can also see the bad behavior by creating sample XML using SampleXMLUtil.createSampleForType.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11718,,,,,,,,*** This bug has been marked as a duplicate of 6155 ***,We had coverage of imported decimal-format declarations in numberformat tests 22; 23; 24; 43; 44; but all used named formats. New case 45 shows that the problem does exist with the default format. Simple workaround: name your format.,Since Gary says there's definitely something we should address here; I'm moving this to New so we can triage it. A handy-dandy test case from someone would be a big help too...,Just to clarify the issue: XSLT Section 12.3 states 'It is an error to declared either the default decimal-format or a decimal-format with a given name more than once (even with different import precedence); unless it is declared every time with the same value for all attributes (taking into account any default values).' This is handled in StylesheetRoot.recomposeDecimalFormats(). XalanJ is not conformant here. XalanJ will only accept the first default decimal-format or decimal-format with a given name and will issue a warning message for any other decimal-formats encountered without checking to see if the attributes match. I'm not sure if this addresses jschwendner's problem or not but it is something that should eventually be fixed. I'll put this on my list for today. Gary,Can you do two things to help us diagnose this? - Try it with the latest posted build 2.2D06? - Attach both of your .xsl stylesheets and an .xml document that show this bug so we can reproduce the specific case. Thanks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65661,,,,,,,,Fixed in http://svn.apache.org/viewvc?view=revision&revision=1210845,The ServiceMix 4 code implements this part of the JBI specification: /**  * Get the JBI context for this component. The following methods are valid to use on the context:  * <ul>  * <li>{@link ComponentContext#getMBeanNames()}</li>  * <li>{@link ComponentContext#getMBeanServer()}</li>  * <li>{@link ComponentContext#getNamingContext()}</li>  * <li>{@link ComponentContext#getTransactionManager()}</li>  * </ul>  * All other methods on the returned context must throw a <code>IllegalStateException</code> exception if invoked.  *   * @return the JBI context for this component; which must be non-null.  */ public ComponentContext getContext();  However; since ServiceMix 3 does implement the getLogger() method (in fact; it uses a full-blown ComponentContext implementation); so I wonder if we could ignore the specification here for ServiceMix 4 as well. What do people think? The obvious workaround would be to use any kind of logger (slf4j; commons-logging;...) in your own code _x0089_ÛÒ in ServiceMix 4; all of those are provided by pax-logging anyway so whichever you choose will be nicely integrated with the rest of the logging.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36376,,,x,,,,,Oops; commit message had wrong ticket number in it; here is the commit: Author: sjiang Date: Fri Mar 19 00:59:56 2010 New Revision: 925063 URL: http://svn.apache.org/viewvc?rev=925063&view=rev Log: TS-260: fix remap filtering and parsing of src_ip Modified: incubator/trafficserver/traffic/trunk/proxy/http2/remap/UrlRewrite.cc Modified: incubator/trafficserver/traffic/trunk/proxy/http2/remap/UrlRewrite.cc URL: http://svn.apache.org/viewvc/incubator/trafficserver/traffic/trunk/proxy/http2/remap/UrlRewrite.cc?rev=925063&r1=925062&r2=925063&view=diff,Fixed previously removed filter implementation to parse src_ip and handle filtering.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57286,,,,,,,,Not quite 100% done. Will finish in 4.2.2.,Changes in rev. 642015 merged in 4.2.x branch thus: http://svn.apache.org/viewvc?view=rev&revision=648752,Thanks. I'm still working on a patch for rw_tmpnam().,I verified that the changes made didn't break the fix to STDCXX-421. the testcase: export TMPDIR=/build/scottz/tmp; rm -rf $TMPDIR/*; ./exec -t 10 en_IN.UTF-8.sh still function properly.,The POSIX function tempnam doesn't fully specify how the name of the directory is obtained when the dir argument to the function is NULL. All known platforms (AIX; FreeBSD; HP-UX; IRIX; Linux; Solaris; Tru64) implement the following behavior: use the TMPDIR environment variable if it is set to a valid directory; otherwise use the dir argument if it points to a valid directory; otherwise us the P_tmpdir macro if it is defined to a valid directory in <stdio.h>; otherwise use /tmp The P_tmpdir macro is #defined to /tmp on AIX; Linux and Tru64 UNIX; and to /var/tmp on FreeBSD; HP-UX; Solaris; and IRIX.,See the following post(s) for proposed patches and a discussion: http://www.nabble.com/STDCXX-401-tt15967805.html http://www.nabble.com/-PATCH--STDCXX-401-part-2-tt15990851.html,The POSIX variable is actually TMPDIR _x0089_ÛÒ see http://www.opengroup.org/onlinepubs/009695399/basedefs/xbd_chap08.html#tag_08_03 Scheduled for sometime after 4.2.,Lowered priority.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75490,,,,,,,,Ok; since you have a workaround I will close this.,I am using Sun Java 1.6.0_11 on Windows XP x86-32 bit Service Pack 3 + all current patches. It turns out that the class was already final in 1.4.1. Further debugging revealed that putting the xml-sec 1.4.2 jar file on the Java endorsed path resolved the issue. Specifically the problem was that the class org.jcp.xml.dsig.internal.dom.DOMHMACSignatureMethod contains inner classes in 1.4.2 which are not in the version shipped in the Sun Java 1.6.0_11 rt.jar.,Unfortunately; the change to make XMLSignature a final class does break any existing subclasses. But this is the first case I have heard of an issue. So a question for you is why do you need to subclass it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11978,,,,,x,,,Unfortunatly; this minimal example is not very small ... When i try to simplify it to reduce size; it stops to crash because of different memory allocations sizes it goes through the other code branches. The problem can be reproduced only by transforming two files HAC_OPER_HIER.xml and HAC_OPER_LIST_FORM.xml with one XalanTransformer without recreating it (i modified attached xalanexe.cpp to reproduce it),Can you provide a minimal stylesheet and source document to reproduce this?,Simplest fix is to turn off the optimization that chooses if we need to return new calculated iterator or the old one; and always calculate new.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49893,x,,,,,,,Fixed - thanks!,Created an attachment (id=9706) TapestryLinks.xml.diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33144,,,,,,,,Closing because this has been in RESOLVED state for over one year; if it turns out to not be fixed please reopen.,all discussion http://www.mail-archive.com/tuscany-dev@ws.apache.org/msg21712.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22447,,,,,,,,A RangeValidator exists by now which looks very similar to yours.,Thanks; a good idea. Being a new feature; this belongs to 1.5 I think (and then we can do a generified version straight away). Java foundation classes should definitely include a Range<T> class.,Moved to next milestone release.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18301,,,,,,,,Issue is resolved. Closing per Bryant's approval to do so.,Integrated in Wink-Trunk-JDK1.6-itests #50 (See http://hudson.zones.apache.org/hudson/job/Wink-Trunk-JDK1.6-itests/50/) Reduce logging in error path case Stacktraces/exception objects still avaialble in debug mode but in normal mode a simpler info message is logged. Exception still thrown to container and in Geronim/Tomcat this means the stack trace is still printed out to the container log outside of Wink. See [],Integrated in Wink-Trunk-JDK1.5-itests #49 (See http://hudson.zones.apache.org/hudson/job/Wink-Trunk-JDK1.5-itests/49/) Reduce logging in error path case Stacktraces/exception objects still avaialble in debug mode but in normal mode a simpler info message is logged. Exception still thrown to container and in Geronim/Tomcat this means the stack trace is still printed out to the container log outside of Wink. See [],Integrated in Wink-Trunk-JDK1.5 #248 (See http://hudson.zones.apache.org/hudson/job/Wink-Trunk-JDK1.5/248/) Reduce logging in error path case Stacktraces/exception objects still avaialble in debug mode but in normal mode a simpler info message is logged. Exception still thrown to container and in Geronim/Tomcat this means the stack trace is still printed out to the container log outside of Wink. See [],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12867,,,,,,,,Integrated in Struts2 #545 (See https://builds.apache.org/job/Struts2/545/) WW-3881 allows new html input types (Revision 1397712) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/core/src/site/resources/tags/ajax/autocompleter.html,Resolved,I have tested with the latest SNAPSHOT and all is OK now. Thanks for the fix.,Should work with latest SNAPSHOT. Can you please test?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52716,,,,,,,,Fixed in the trunk and branch,Attaching the patch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20258,,x,,,,,,By the way; from my point of view 'Resolution: Fixed Fix Version/s:1.4.16' is much more suitable here than 'Resolution: Cannot Reproduce',Fixed already.,Ok. This is good. I'll see what's the problem with the collaplse/expand link with WICKET-3449.,Martin; you are right. This issue can't be reproduced for 1.4 and 1.5 snapshots. Only for 1.4.15,I think you use older version of Wicket somehow. Both tickets work OK with latest snapshots of 1.4 and 1.5,it sounds strange; that you can't reproduce the bug I checked it in different computers and the result was everywhere the same. There are no any tricks with reproducing; just press the button.,after pressing the button,before pressing the button,I cannot reproduce the problem. Clicking on 'Submit Query' button adds a new leaf node and the tree is still there. Please add more details how to reproduce it.,QuickStart project,Attach quickstart please.,,,,,,,,,,,,,,,,,,,,,,,,,,,
44105,,,,,,,,Closed due to the release of Tiles 2.1.0.,All the subtasks have been resolved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43512,,,,,,,,I think you have enable ajax. f:loadBundle has only request scope. If you request the table sort the ajax response didn't know anything about the resource bundle. Please use tc:loadBundle it has session scope. But tc:loadBundle has a different semantic. Please consult the demo or other examples how to use it.,Just noticed: In one of the columns I have a button that receives its label from the same property-file --> that label also disappears.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80768,,,,,,,,Now merged to the 0.20 release branch.,Though not in itself a priority change for 0.20; it sensibly goes along with QPID-4468. Reviewed by Rob. Approved for 0.20.,Rob reviewed this together with the changes for QPID-4468 (and 'thanked' me via email me for conflicting heavily with his changes for QPID-2796 ),Change made in http://svn.apache.org/viewvc?rev=1413363&view=rev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62753,x,,,,,,,Thank you!,committed r892775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33026,,,,,,,,Closing because this has been in RESOLVED state for over one year; if it turns out to not be fixed please reopen.,Works using the latest distro; now that TUSCANY-1588 is fixed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28310,,,,,,,,Change the element type of 'attributes' to FSAttribute.,Side note: I was surprised that nothing in UIMA detected this situation at run-time. Apparently; the element type can be anything. It's not enforced.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
