id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,
11773,,,,,,x,,Triage: Not for Xalan-J 2.2. We still need to evaluate this in light of Gary's point: exactly what location should we report for result tree events in this kind of situation? I'm not sure we intended to set the locator in this particular situation. Also; if we never set the locator; then we're still following the SAX spec - while this is somewhat useful; it's still an optional feature.,Just classifying bugs as Keywords:APIBug == bugs that pertain to specific API calls or advanced usage of Xalan.,Better bug categorization: API/programmatic problems versus stylesheet execution/output creation problems.,MyCH is being called for result tree events. These are nodes that are being built by the transformer on the fly. What location would you like the Locator to show? Do you want to know the location information for the XSLT element (within cities.xsl) giving rise to this output element? You say that if you remove the XMLFilter; everything works properly. I can't tell from your posting what this new code would look like but I suspect it removes the transformer from the picture altogether and you are just receiving SAX events from the parse of the input cities.xml. This; of course; is a very different situation since your elements to content handler are coming directly from cities.xml and can be traced back to a location therein. Gary,Here is the program that produces this bug. Take any xml file and xslt file as input. The output that you would find is only 'startDocument() Invoked'. public class Test { åÊåÊåÊåÊpublic static void main(String[] argv) { åÊåÊåÊåÊåÊåÊåÊåÊtry { åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊTransformerFactory tfactory = TransformerFactory.newInstance(); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊXMLReader reader = XMLReaderFactory.createXMLReader(); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊreader.setContentHandler( new MyCH()); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊSAXTransformerFactory saxTFactory = (SAXTransformerFactory)tfactory; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊXMLFilter filter = åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊsaxTFactory.newXMLFilter(new StreamSource('cities.xsl')); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊfilter.setParent(reader); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊfilter.parse(new InputSource('cities.xml')); åÊåÊåÊåÊåÊåÊåÊåÊ} catch (Exception e) { åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊe.printStackTrace(); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊSystem.exit(0); åÊåÊåÊåÊåÊåÊåÊåÊ} åÊåÊåÊåÊ} //end of main() }//End of class class MyCH extends DefaultHandler { åÊåÊåÊåÊLocator locator = new LocatorImpl(); åÊåÊåÊåÊpublic void setDocumentLocator(Locator l) { åÊåÊåÊåÊåÊåÊåÊåÊthis.locator = l; åÊåÊåÊåÊåÊåÊåÊåÊSystem.out.println('setDocumentLocator() invoked'); åÊåÊåÊåÊ} åÊåÊåÊåÊpublic void startDocument() { åÊåÊåÊåÊåÊåÊåÊåÊSystem.out.println('startDocument() invoked'); åÊåÊåÊåÊ} },,,,,,,,,,,,,,
57099,,,,,,,,After the changes the error no longer appears in nightly build results. Closing as Fixed.,,,,,,,,,,,,,,,,,,
59275,,,,,,,,Failure on profile 200 is expected and will be handled by SQOOP-731.,,,,,,,,,,,,,,,,,,
76244,,,,,,,,merged into piper commit d5b96f571c6c43c9e42dfdc78fd906b6b5254e67,Good fix! +1,Patch available in branch S4-89,,,,,,,,,,,,,,,,
7278,x,,,,,,,Hi George; I just checked in a fix for the empty stack exception. Can you please verify? Thanks.,Hello David; DOMPrint from xml-xerces_20041002043233.tar.gz correctly validates the xml file above. I probably mixed something up. I guess the remaining issue is that this file (from ticket xercesc-1276) should not fail validation against the schema above: <?xml version='1.0'?> <cat> <x:book xmlns:xsi='http://www.w3.org/2001/XMLSchema-instance' xsi:schemaLocation='urn:book sl.xsd' xmlns:x='urn:book' id='bk101'> <x:author>Gambardella; Matthew</x:author> åÊåÊåÊåÊåÊåÊ<x:title>XML Developer's Guide</x:title> åÊåÊåÊåÊåÊåÊ<x:genre>Computer</x:genre> åÊåÊåÊåÊåÊåÊ<x:price>44.95</x:price> åÊåÊåÊåÊåÊåÊ<x:publish_date>2000-10-01</x:publish_date> åÊåÊåÊåÊåÊåÊ<x:description>An in-depth look at creating applications with åÊåÊåÊåÊåÊåÊXML.</x:description> </x:book> </cat>,Hi George; I just tried it out using the latest source and got: Error at file 'd:\bugs\1282.xml'; line 4; column 16 åÊåÊåÊMessage: Unknown element 'x:authors' Error at file 'd:\bugs\1282.xml'; line 11; column 10 åÊåÊåÊMessage: Element 'x:authors' is not valid for content model: '((author;title;genre;price;publish_date);description)' BTW; The empty exception message you get with the file in 1276 (that has cat) is a problem and I am working on fixing that. David,Authors is not in the schema so validation should fail but it doesn't. Here is my command line: domprint -v=always -n -f -s instance.xml,,,,,,,,,,,,,,,
36048,,,,,,,,Right now ET_CALL; ET_NET and ET_TASK are the same unless task_threads is set > 0 So; ET_DEFAULT_THREAD_TYPE could just be ET_TASK if you want and it would accomplish the same thing.,Proposed changes to the SDK. See ts.h.in for the interface changes.,,,,,,,,,,,,,,,,,
20748,,,,,,,,Integrated in Apache Wicket 1.4.x #58 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.4.x/58/]) åÊåÊåÊåÊ,Integrated in Apache Wicket 1.5.x #168 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.5.x/168/]) åÊåÊåÊåÊ,Fixed with r978909 in trunk and r978910 in 1.4.x,,,,,,,,,,,,,,,,
26572,x,,x,,,,,Thanks for testing; Shinobu. Probably a misconfiguration. Chris; try asking on the user list if this problem persists.,Should this be kept open? I tried it with 1.3/1.3.1/1.4/1.5-dev; and it all works.,,,,,,,,,,,,,,,,,
37992,,,,,x,,,The issue as described by (resolved) issue TRINIDAD-1171 occurs consistently in our environment using 1.2.10;,Hi everybody; we face the same problem when any trinidad validator in our application fires off. As soon as you click somewhere in the screen (on the invalid component or somewhere else on thet screen) an hourglass appears and the application is hanging. The only way to stop the hourglass is to click once somehwere on the tooblar (top part of screen) of your IE browser. Does anybody know when this will be assigned to; as we are using trinidad in a new project and this bug might make the entire framework useless in a production environment. I would like to add that the problem does not occur in firefox. Many thx in advance!,I should add; this is a required field and uses PPR to refresh. Selecting the unselectedLabel causes a validation error to appear.,,,,,,,,,,,,,,,,
73977,,,,,,,,Applied patch from Jasvir. Also corrected case error in Enum type in Java,Changes java/social-api/src/main/java/org/apache/shindig/social/opensocial/model/Enum.java and javascript/sampledata/canonicaldb.json to make consistent all uses of displayValue.,Changes java/social-api/src/main/java/org/apache/shindig/social/opensocial/model/Enum.java and javascript/sampledata/canonicaldb.json to make consistent all uses of displayValue.,,,,,,,,,,,,,,,,
60217,,x,,,,,,The commit tag bot is neat!,[branch_4x commit] Erick Erickson http://svn.apache.org/viewvc?view=revision&revision=1426832 merge to 4x of SOLR-4229 (rename swappable to transient for cores that can come and go),[trunk commit] Erick Erickson http://svn.apache.org/viewvc?view=revision&revision=1426826 Fix for SOLR-4229; changing 'swappable' to 'transient',As promised. All tests pass. I'll probably commit this week; want people to be able to object (it is Christmas; after all).,,,,,,,,,,,,,,,
56246,,,,,,,,Fixed in nightly build 20010612. Will be fixed in Struts 1.0 final.,,,,,,,,,,,,,,,,,,
75638,,x,,,,x,,Created an attachment (id=13928) Second version New version; major changes: åÊ* easier to use API(see tests for examples); in enveloping signatures no other parameters need to be given. åÊ* verification of enveloped signature. Stills: åÊThe api is still not stable; only verification not creation API. More ways of telling what to verificate and how.,Created an attachment (id=13738) First Version,,,,,,,,,,,,,,,,,
60022,,,,,,,,[branch_4x commit] Shalin Shekhar Mangar http://svn.apache.org/viewvc?view=revision&revision=1444786 SOLR-4426: NRTCachingDirectoryFactory does not initialize maxCachedMB and maxMergeSizeMB if <directoryFactory> is not present in solrconfig.xml,,,,,,,,,,,,,,,,,,
61272,x,,,,,,,Thanks Alexey; Mark. I took the latest patch from Alexey; incorporated Marks suggestion and committed this to trunk.,I updated Sami's patch to store dataimport property file under collection directory in zk and name it after data import handler (the same way it is stored in local filesystem),Took a look at the patch and it looks good to me - only thing I might suggest is using CoreContainer#isZookeeperAware rather than comparing the zkController to null; but pretty minor stylistic thing.,Nice Sami! I was going to take the same approach. Longer term I think we want to add a write api to solrresource loader. If something came from the classpath; it would still be written to the conf area and later that would override a new read...,Here's a stab at fixing this issue. I noticed there were two places where DIH wanted to access conf dir: the config file (read) and some kind of state file (read/write) access. I added ZKPropertiesWriter that writes the contents of the state file into zk.,,,,,,,,,,,,,,
611,,,,x,x,x,,Bug Flavio more? Seriously; discuss with Flavio and come up with a patch & test that is deterministic. Another option would be to refactor to allow the code in question to be tested as a true unit test; rather than as a system test (we need to work on that in general in ZK). Mockito?,,,,,,,,,,,,,,,,,,
10856,,,x,,,x,,I think with the latest code; this 'pop' message should only show up if an AVT is used with an incorrect value. If AVT's aren't used; the error should be caught statically and you should see the message: Illegal value: sideways used for ENUM attribute: order. Valid values are: ascending descending. Do we have a testcase where the invalid value is in an AVT?,When an exception is thrown; it is possible that the push is not called although pop is always called in the finally block. I will post a patch for this problem.,The correct spelling is 'descending' and that works for me. (sort03; sort09; etc. test it.) Then I tried sorterr02; which has an invalid value for the order attribute. I got the correct message; but I also saw a Warning: popContextNodeList when stack is empty! so maybe we should try single-stepping through some of this code. (I was using 2.4D1 in my tests.,,,,,,,,,,,,,,,,
4163,,,,,,,,No reply; closing.,I admit that you've got a point. On the other hand; the XML-RPC spec does neither allow to send custom elements (which might include the exception and be evaluated by the XmlRpcClient) nor does it attempt to specify the error messages contents. My personal opinion is: When in doubt; transfer more information. I'd leave this as it is.,,,,,,,,,,,,,,,,,
46309,,,,,,,,committed,,,,,,,,,,,,,,,,,,
60790,,,,,,,,build.xml cleanup... Committed revision 1368286. - trunk Committed revision 1368287. - 4x,,,,,,,,,,,,,,,,,,
10134,,,,,x,,,Brian; I understand what you say and specification about 'serialization' in XSLT not 'indenting'. As I saied before; indenting is just the thing that we easily see the structure and data of XML document. Xalan output is not easy to see that. The last; I think the example of non-whitespace characters is no relationship to indenting. non-whitespace characters must not be stripped; but whitespace characters could be stripped. Regards; Tetsuya Yoshida åÊåÊåÊåÊ,Tetsuya; a colleage of mine has this to say: --------------------------------------------------------------------------- Brian; actually; the text you've quoted allows us to add extra whitespace between </b> and <c>. If whitespace stripping is on; and the set of whitespace preserving elements is just xsl:text; then both of the following would be correct serializations <?xml version='1.0'?> <a> åÊåÊ<b>b</b> <c>c</c> </a> <?xml version='1.0'?> <a> åÊåÊ<b>b</b> åÊåÊ<c>c</c> </a> because; when stripped of whitespace; they would both look like this: <a><b>b</b><c>c</c></a> åÊåÊåÊåÊåÊOne of the cases the text you've quoted was trying to restrict was the one in which there are non-whitespace characters involved. For example; when the following is serialized; additional whitespace must not be introduced between </b> and <c> <?xml version='1.0'?> <a><b>b</b>x <c>c</c></a> --------------------------------------------------------------------------- So this bug is still alive. Regards; Brian Minchau,Tetsuya; there is a specification about indenting. Unfortunately it isn't complete; or perhaps all that clear. One thing that is missing for instance is how to indent and what the indentation character should be (space; tab ...). But it does say something in section 16.1 of XSLT 1.0 ('XML Output Method') (http://www.w3.org/TR/xslt). Here is a bit of it: [[ The xml output method should use an algorithm to output additional whitespace that ensures that the result if whitespace were to be stripped from the output using the process described in [3.4 Whitespace Stripping] with the set of whitespace-preserving elements consisting of just xsl:text would be the same when additional whitespace is output as when additional whitespace is not output. ]] This extra whitespace between </b> and <c> is implicitly an <xsl:text> element with whitespace in it. The clause above in 16.1 applies; so we can't add more whitespace to the existing whitespace. The output of such an xsl:text element must be same as when indenting is 'yes' or when it is 'no'. If we add extra whitespace in this situation we can't tell later on if it came from indentation or from the xsl:text element. Regards; Brian Minchau XSLT Development; IBM Toronto,Brian; Thank you for your reply. I've confirmed that in.xml that you showed bellow was no problem. As you suspect; there is a little whitespace after </b>. There is no specification about indenting. In my opinion; indenting only make us see relationship between parent node and a child node easily. Following my opinion; in.xml that I showed should be printed as expected.xml that I also showed. In addtion; Xerces and IE are printed in.xml as expected.xml Regards; Tetsuya Yoshida,Tetsuya; I think there may be a little whitespace 'fluff' that I can't see in this bug report. I'm suspecting a little whitespace after </b> and before <c> Try your in.xml as this: ===== in.xml ===== <?xml version='1.0'?><a><b>b</b><c>c</c></a> =================== I'm thinking that this will indent just fine; in which case you have some whitespace in the file in the spot that I'm indicating. Regard; Brian Minchau,,,,,,,,,,,,,,
31191,,,x,,x,,,Fixed. Sorry folks; the 2 contributions ASM_8001_Java and ASM_12011 did not get committed from my local machine since the projects somehow were not part of my Eclipse workspace when I did the commits of these changes,Here are the changes that get the assembly otests building cleanly for me.,,,,,,,,,,,,,,,,,
2987,x,,,,,,,Thanks for the patch,The patch ;),,,,,,,,,,,,,,,,,
76631,,,,,,,,Closing resolved/won't fix issues.,,,,,,,,,,,,,,,,,,
78759,x,,,,,,,Fixed; thanks for the patch. http://svn.apache.org/viewcvs.cgi?rev=354520&view=rev,Created an attachment (id=17067) JDBCResources Javadoc adjustments,,,,,,,,,,,,,,,,,
78329,,,,,,,,Issue fixed.,New certificate generation code in jtreg tests utilising bouncy castle provider,,,,,,,,,,,,,,,,,
11978,,,x,,x,,,Unfortunatly; this minimal example is not very small ... When i try to simplify it to reduce size; it stops to crash because of different memory allocations sizes it goes through the other code branches. The problem can be reproduced only by transforming two files HAC_OPER_HIER.xml and HAC_OPER_LIST_FORM.xml with one XalanTransformer without recreating it (i modified attached xalanexe.cpp to reproduce it),,,,,,,,,,,,,,,,,,
53769,,,x,,x,,,åÊåÊåÊ[[ Old comment; sent by email on 16 Aug 2006 02:55:27 -0000 ]] Hi Kalpesh; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊThanks for Your response. But the issue is that; I might be having 50 or even 500 multi select boxes in my application depending upon the records in my database. If I implement reset method; I dont want to iterate each check box and reset it to a default value. Is there any way to reset all the multi select boxes to a default value; in one shot. As per your suggestion; I need to get the request parameters and compare their values with those of the multi select box selected options and reset it accordingly? My question here is; multi-selectbox A(String[]) is having a default value null. Once data is loaded from database A's value is {x;y}. If user unselects both the x and y in browser for this multi-select box then it is still showing the {x;y} in my Action class when I pass the values back to database. what I'm expecting is a null value for A. Please let me know how to resolve this. Thanks and Regards; Sreedhar. http://issues.apache.org/struts/browse/STR-2927?page=comments#action_37962 ] the request only if the checkbox/select is selected. If you dont unselect it; you wont get the key=value in your request. method of the ActionForm; reset the value for the array i.e. retaining previous values if none is selected. ----------------------------------------------------------------------------- ----------------------------------- URL: http://issues.apache.org/struts/browse/STR-2927 Struts 1 Affects Versions: 1.2 Family is the HTML for my element. size='3' ><option value='1'>ABC</option> selected='selected'>DEF</option> <option value='6' selected='selected'>JKL</option> value='9'>MNO</option> selected='selected'>VWX</option> selected='selected'>YZA</option> <option value='1111'>FFFFF</option> <option value='209'>TQPN</option> </select> database. If I re-visit the application and deselect all the options selected in this box; it is not reflecting to show empty list. I'm using a string array in my form bean to hold these values. the String array should be empty or null. But it is still holding the previous set of values. any other action(selecting other values or deselecting one or more by keeping atleast one value selected) it works fine. automatically generated by JIRA. contact one of the administrators: http://issues.apache.org/struts/secure/Administrators.jspa information on JIRA; see: http://www.atlassian.com/software/jira,,,,,,,,,,,,,,,,,,
75121,,,,,,,,[[ Old comment; sent by email on Mon; 2 Oct 2006 23:39:22 +0200 ]] Rahul; I'll fax it in tomorrow (I'm in GMT+1; soon midnight). Hallvard,Here is the procedure; just in case (helps if a project team member makes the JIRA upload request): http://maven.apache.org/guides/mini/guide-ibiblio-upload.html,The pnuts developer seemed interested (had already thought of) putting pnuts in a Maven repository; but has not yet commented on when it may happen. In the meantime; I'll work on the unit tests (I've already found and fixed a critical bug) and look at patches for the site documentation.,I can confirm receipt of your ICLA. Thanks for sending it in. Once pnuts is in the Maven repository; and a complete patch is available (ideally all related changes put together in a single patch file); we can make progress here.,Thanks. Reponses numbered same as earlier post: 3) The site sources are in the xdocs/ directory: http://svn.apache.org/repos/asf/jakarta/commons/proper/scxml/trunk/xdocs/ You can submit patches to the site sources; see this page for more on producing patches in the appropriate format: http://jakarta.apache.org/commons/patches.html 4) Let us know how that goes. I will follow up and confirm receipt of the ICLA (will require a few days).,I understand the need for quality assurance and I hope I can provide the necessary level. 1) OK. 2) OK; I'll have a look at the existing ones and copy what I need. 3) Who'll do that? 4) I don't know; I'll ask the list (yes; I'm subscribed; it's fairly quiet; since pnuts is mature and well documentet). The ICLA was faxed 10 hours ago.,Thanks for your time and the changes. Few comments: 1) The addition of Javadocs has introduced @author tags. Commons SCXML code does not contain those tags; the only attribution is the list on the team page on the website. The tags will need to be removed before this gets into the codebase; if it is accepted. 2) There are no test cases. Please look at the test suite and provide some test SCXML documents using pnuts along with the JUnit test cases. 3) We will also need to update the site documentation (such as the section on contexts and evaluators in the user guide) at the same time. 4) Is pnuts in a Maven 1 repository somewhere? If not; we will need that to happen first (might involve pinging the pnuts lists; are you subscribed there?). Finally; please let us know when your ICLA is sent and we can come back to this ticket then.,Slightly updated PnutsEvaluator.,Supporting Context implementation.,The Evaluator implementation.,Could you also fill out an Individual Contributor License Agreement (ICLA) for this? That is here (the fax number is on the form itself; you can mail it in too if you want): http://www.apache.org/licenses/icla.txt While it might seem like a barrier; its a one-time thing; and is needed for contributions such as this one which may contain new source files; for provenance and pedigree reasons. Let us know if you have any questions; thanks.,Thanks for your time and contribution; looks good. Additionally; it would be very nice of you if you could please: a) Add the ASLv2 license header to the file (see any other Commons SCXML file) b) Separate the Evaluator and Context impl in two separate source files (each with license headers; like the jsp or jexl packages) c) Remove any non Commons SCXML class references from the code d) Correct package name (suggest org.apache.commons.scxml.env.pnuts) e) Add Javadocs That would probably complete the contribution; IMO (barring anything I've missed here). Thanks again.,This simple Evaluator implementation adds support for using pnuts as the scripting language for SCXML. Note that the attached file implements a slightly modified Evaluator interface; where the newContext method takes an addition TransitionTarget parameter. However; this is not important for the actual implementation; as it is only used for caching the context for the purpose of other parts of my project. Similarly; there is a reference to and use of an additional class; ScxmlPnutsXswtRuntime class; that may be removed.,,,,,,
59054,,,x,,,,,The aborted build for hadoop 100 profile seems to be some sort of Jenkins issue.,Integrated in Sqoop2-hadoop100 #241 (See https://builds.apache.org/job/Sqoop2-hadoop100/241/) SQOOP-942: Sqoop2: Refactor code repetition in SqoopRequests objects (Revision 27271af13f16cdfc6b77e5ba8e06adea21558dd4) Result = ABORTED kathleen : https://git-wip-us.apache.org/repos/asf?p=sqoop.git&a=commit&h=27271af13f16cdfc6b77e5ba8e06adea21558dd4 Files : client/src/main/java/org/apache/sqoop/client/request/SqoopRequests.java client/src/main/java/org/apache/sqoop/client/SqoopClient.java,Integrated in Sqoop2-hadoop200 #242 (See https://builds.apache.org/job/Sqoop2-hadoop200/242/) SQOOP-942: Sqoop2: Refactor code repetition in SqoopRequests objects (Revision 27271af13f16cdfc6b77e5ba8e06adea21558dd4) Result = SUCCESS kathleen : https://git-wip-us.apache.org/repos/asf?p=sqoop.git&a=commit&h=27271af13f16cdfc6b77e5ba8e06adea21558dd4 Files : client/src/main/java/org/apache/sqoop/client/SqoopClient.java client/src/main/java/org/apache/sqoop/client/request/SqoopRequests.java,Thanks Jarcec for your contribution. The patch is in: https://git-wip-us.apache.org/repos/asf/sqoop/repo?p=sqoop.git;a=commit;h=27271af13f16cdfc6b77e5ba8e06adea21558dd4,,,,,,,,,,,,,,,
